calendarDate,isOpen,prevTradeDate,isWeekEnd,isMonthEnd,isQuarterEnd,isYearEnd
20210320,0,20210319,0,0,0,0
20210321,0,20210319,0,0,0,0
20210322,1,20210319,0,0,0,0
20210323,1,20210322,0,0,0,0
20210324,1,20210323,0,0,0,0
20210325,1,20210324,0,0,0,0
20210326,1,20210325,1,0,0,0
20210327,0,20210326,0,0,0,0
20210328,0,20210326,0,0,0,0
20210329,1,20210326,0,0,0,0
20210330,1,20210329,0,0,0,0
20210331,1,20210330,0,1,1,0
20210401,1,20210331,0,0,0,0
20210402,1,20210401,1,0,0,0
20210403,0,20210402,0,0,0,0
20210404,0,20210402,0,0,0,0
20210405,0,20210402,0,0,0,0
20210406,1,20210402,0,0,0,0
20210407,1,20210406,0,0,0,0
20210408,1,20210407,0,0,0,0
20210409,1,20210408,1,0,0,0
20210410,0,20210409,0,0,0,0
20210411,0,20210409,0,0,0,0
20210412,1,20210409,0,0,0,0
20210413,1,20210412,0,0,0,0
20210414,1,20210413,0,0,0,0
20210415,1,20210414,0,0,0,0
20210416,1,20210415,1,0,0,0
20210417,0,20210416,0,0,0,0
20210418,0,20210416,0,0,0,0
20210419,1,20210416,0,0,0,0
20210420,1,20210419,0,0,0,0
20210421,1,20210420,0,0,0,0
20210422,1,20210421,0,0,0,0
20210423,1,20210422,1,0,0,0
20210424,0,20210423,0,0,0,0
20210425,0,20210423,0,0,0,0
20210426,1,20210423,0,0,0,0
20210427,1,20210426,0,0,0,0
20210428,1,20210427,0,0,0,0
20210429,1,20210428,0,0,0,0
20210430,1,20210429,1,1,0,0
20210501,0,20210430,0,0,0,0
20210502,0,20210430,0,0,0,0
20210503,0,20210430,0,0,0,0
20210504,0,20210430,0,0,0,0
20210505,0,20210430,0,0,0,0
20210506,1,20210430,0,0,0,0
20210507,1,20210506,1,0,0,0
20210508,0,20210507,0,0,0,0
20210509,0,20210507,0,0,0,0
20210510,1,20210507,0,0,0,0
20210511,1,20210510,0,0,0,0
20210512,1,20210511,0,0,0,0
20210513,1,20210512,0,0,0,0
20210514,1,20210513,1,0,0,0
20210515,0,20210514,0,0,0,0
20210516,0,20210514,0,0,0,0
20210517,1,20210514,0,0,0,0
20210518,1,20210517,0,0,0,0
20210519,1,20210518,0,0,0,0
20210520,1,20210519,0,0,0,0
20210521,1,20210520,1,0,0,0
20210522,0,20210521,0,0,0,0
20210523,0,20210521,0,0,0,0
20210524,1,20210521,0,0,0,0
20210525,1,20210524,0,0,0,0
20210526,1,20210525,0,0,0,0
20210527,1,20210526,0,0,0,0
20210528,1,20210527,1,0,0,0
20210529,0,20210528,0,0,0,0
20210530,0,20210528,0,0,0,0
20210531,1,20210528,0,1,0,0
20210601,1,20210531,0,0,0,0
20210602,1,20210601,0,0,0,0
20210603,1,20210602,0,0,0,0
20210604,1,20210603,1,0,0,0
20210605,0,20210604,0,0,0,0
20210606,0,20210604,0,0,0,0
20210607,1,20210604,0,0,0,0
20210608,1,20210607,0,0,0,0
20210609,1,20210608,0,0,0,0
20210610,1,20210609,0,0,0,0
20210611,1,20210610,1,0,0,0
20210612,0,20210611,0,0,0,0
20210613,0,20210611,0,0,0,0
20210614,0,20210611,0,0,0,0
20210615,1,20210611,0,0,0,0
20210616,1,20210615,0,0,0,0
20210617,1,20210616,0,0,0,0
20210618,1,20210617,1,0,0,0
20210619,0,20210618,0,0,0,0
20210620,0,20210618,0,0,0,0
20210621,1,20210618,0,0,0,0
20210622,1,20210621,0,0,0,0
20210623,1,20210622,0,0,0,0
20210624,1,20210623,0,0,0,0
20210625,1,20210624,1,0,0,0
20210626,0,20210625,0,0,0,0
20210627,0,20210625,0,0,0,0
20210628,1,20210625,0,0,0,0
20210629,1,20210628,0,0,0,0
20210630,1,20210629,0,1,1,0
20210701,1,20210630,0,0,0,0
20210702,1,20210701,1,0,0,0
20210703,0,20210702,0,0,0,0
20210704,0,20210702,0,0,0,0
20210705,1,20210702,0,0,0,0
20210706,1,20210705,0,0,0,0
20210707,1,20210706,0,0,0,0
20210708,1,20210707,0,0,0,0
20210709,1,20210708,1,0,0,0
20210710,0,20210709,0,0,0,0
20210711,0,20210709,0,0,0,0
20210712,1,20210709,0,0,0,0
20210713,1,20210712,0,0,0,0
20210714,1,20210713,0,0,0,0
20210715,1,20210714,0,0,0,0
20210716,1,20210715,1,0,0,0
20210717,0,20210716,0,0,0,0
20210718,0,20210716,0,0,0,0
20210719,1,20210716,0,0,0,0
20210720,1,20210719,0,0,0,0
20210721,1,20210720,0,0,0,0
20210722,1,20210721,0,0,0,0
20210723,1,20210722,1,0,0,0
20210724,0,20210723,0,0,0,0
20210725,0,20210723,0,0,0,0
20210726,1,20210723,0,0,0,0
20210727,1,20210726,0,0,0,0
20210728,1,20210727,0,0,0,0
20210729,1,20210728,0,0,0,0
20210730,1,20210729,1,1,0,0
20210731,0,20210730,0,0,0,0
20210801,0,20210730,0,0,0,0
20210802,1,20210730,0,0,0,0
20210803,1,20210802,0,0,0,0
20210804,1,20210803,0,0,0,0
20210805,1,20210804,0,0,0,0
20210806,1,20210805,1,0,0,0
20210807,0,20210806,0,0,0,0
20210808,0,20210806,0,0,0,0
20210809,1,20210806,0,0,0,0
20210810,1,20210809,0,0,0,0
20210811,1,20210810,0,0,0,0
20210812,1,20210811,0,0,0,0
20210813,1,20210812,1,0,0,0
20210814,0,20210813,0,0,0,0
20210815,0,20210813,0,0,0,0
20210816,1,20210813,0,0,0,0
20210817,1,20210816,0,0,0,0
20210818,1,20210817,0,0,0,0
20210819,1,20210818,0,0,0,0
20210820,1,20210819,1,0,0,0
20210821,0,20210820,0,0,0,0
20210822,0,20210820,0,0,0,0
20210823,1,20210820,0,0,0,0
20210824,1,20210823,0,0,0,0
20210825,1,20210824,0,0,0,0
20210826,1,20210825,0,0,0,0
20210827,1,20210826,1,0,0,0
20210828,0,20210827,0,0,0,0
20210829,0,20210827,0,0,0,0
20210830,1,20210827,0,0,0,0
20210831,1,20210830,0,1,0,0
20210901,1,20210831,0,0,0,0
20210902,1,20210901,0,0,0,0
20210903,1,20210902,1,0,0,0
20210904,0,20210903,0,0,0,0
20210905,0,20210903,0,0,0,0
20210906,1,20210903,0,0,0,0
20210907,1,20210906,0,0,0,0
20210908,1,20210907,0,0,0,0
20210909,1,20210908,0,0,0,0
20210910,1,20210909,1,0,0,0
20210911,0,20210910,0,0,0,0
20210912,0,20210910,0,0,0,0
20210913,1,20210910,0,0,0,0
20210914,1,20210913,0,0,0,0
20210915,1,20210914,0,0,0,0
20210916,1,20210915,0,0,0,0
20210917,1,20210916,1,0,0,0
20210918,0,20210917,0,0,0,0
20210919,0,20210917,0,0,0,0
20210920,0,20210917,0,0,0,0
20210921,0,20210917,0,0,0,0
20210922,1,20210917,0,0,0,0
20210923,1,20210922,0,0,0,0
20210924,1,20210923,1,0,0,0
20210925,0,20210924,0,0,0,0
20210926,0,20210924,0,0,0,0
20210927,1,20210924,0,0,0,0
20210928,1,20210927,0,0,0,0
20210929,1,20210928,0,0,0,0
20210930,1,20210929,1,1,1,0
20211001,0,20210930,0,0,0,0
20211002,0,20210930,0,0,0,0
20211003,0,20210930,0,0,0,0
20211004,0,20210930,0,0,0,0
20211005,0,20210930,0,0,0,0
20211006,0,20210930,0,0,0,0
20211007,0,20210930,0,0,0,0
20211008,1,20210930,1,0,0,0
20211009,0,20211008,0,0,0,0
20211010,0,20211008,0,0,0,0
20211011,1,20211008,0,0,0,0
20211012,1,20211011,0,0,0,0
20211013,1,20211012,0,0,0,0
20211014,1,20211013,0,0,0,0
20211015,1,20211014,1,0,0,0
20211016,0,20211015,0,0,0,0
20211017,0,20211015,0,0,0,0
20211018,1,20211015,0,0,0,0
20211019,1,20211018,0,0,0,0
20211020,1,20211019,0,0,0,0
20211021,1,20211020,0,0,0,0
20211022,1,20211021,1,0,0,0
20211023,0,20211022,0,0,0,0
20211024,0,20211022,0,0,0,0
20211025,1,20211022,0,0,0,0
20211026,1,20211025,0,0,0,0
20211027,1,20211026,0,0,0,0
20211028,1,20211027,0,0,0,0
20211029,1,20211028,1,1,0,0
20211030,0,20211029,0,0,0,0
20211031,0,20211029,0,0,0,0
20211101,1,20211029,0,0,0,0
20211102,1,20211101,0,0,0,0
20211103,1,20211102,0,0,0,0
20211104,1,20211103,0,0,0,0
20211105,1,20211104,1,0,0,0
20211106,0,20211105,0,0,0,0
20211107,0,20211105,0,0,0,0
20211108,1,20211105,0,0,0,0
20211109,1,20211108,0,0,0,0
20211110,1,20211109,0,0,0,0
20211111,1,20211110,0,0,0,0
20211112,1,20211111,1,0,0,0
20211113,0,20211112,0,0,0,0
20211114,0,20211112,0,0,0,0
20211115,1,20211112,0,0,0,0
20211116,1,20211115,0,0,0,0
20211117,1,20211116,0,0,0,0
20211118,1,20211117,0,0,0,0
20211119,1,20211118,1,0,0,0
20211120,0,20211119,0,0,0,0
20211121,0,20211119,0,0,0,0
20211122,1,20211119,0,0,0,0
20211123,1,20211122,0,0,0,0
20211124,1,20211123,0,0,0,0
20211125,1,20211124,0,0,0,0
20211126,1,20211125,1,0,0,0
20211127,0,20211126,0,0,0,0
20211128,0,20211126,0,0,0,0
20211129,1,20211126,0,0,0,0
20211130,1,20211129,0,1,0,0
20211201,1,20211130,0,0,0,0
20211202,1,20211201,0,0,0,0
20211203,1,20211202,1,0,0,0
20211204,0,20211203,0,0,0,0
20211205,0,20211203,0,0,0,0
20211206,1,20211203,0,0,0,0
20211207,1,20211206,0,0,0,0
20211208,1,20211207,0,0,0,0
20211209,1,20211208,0,0,0,0
20211210,1,20211209,1,0,0,0
20211211,0,20211210,0,0,0,0
20211212,0,20211210,0,0,0,0
20211213,1,20211210,0,0,0,0
20211214,1,20211213,0,0,0,0
20211215,1,20211214,0,0,0,0
20211216,1,20211215,0,0,0,0
20211217,1,20211216,1,0,0,0
20211218,0,20211217,0,0,0,0
20211219,0,20211217,0,0,0,0
20211220,1,20211217,0,0,0,0
20211221,1,20211220,0,0,0,0
20211222,1,20211221,0,0,0,0
20211223,1,20211222,0,0,0,0
20211224,1,20211223,1,0,0,0
20211225,0,20211224,0,0,0,0
20211226,0,20211224,0,0,0,0
20211227,1,20211224,0,0,0,0
20211228,1,20211227,0,0,0,0
20211229,1,20211228,0,0,0,0
20211230,1,20211229,0,0,0,0
20211231,1,20211230,1,1,1,1
